Genome elements	LOGFC_prfA_Star vs EGDe_280212.ge	FC_prfA_Star vs EGDe_280212.ge	STAT_prfA_Star vs EGDe_280212_LPE.ge	STAT_prfA_Star vs EGDe_280212_FDRBH.ge	STAT_prfA_Star vs EGDe_280212_FDRBY.ge	STAT_prfA_Star vs EGDe_280212_FDRBONF.ge	Strand	Begin	End	Length (bp)	Info	Description	Note	Supp Note	Operon	COG	StartCodon	SD energy
lmo0686	0.12638126080573997	1.0915523033083279	0.890253583061706	1.0	1.0	1.0	+	720464	721291	828	motB		flagellar motor rotation MotB				GTG	 
lmo0687	0.9705311169021407	1.9595618597830502	0.12910422146711364	1.0	1.0	1.0	+	721301	721801	501			hypothetical protein				TTG	 
lmo0688	0.12204218276746115	1.0882742611112746	0.8514505478678638	1.0	1.0	1.0	+	721824	723737	1914			hypothetical protein				ATG	 
lmo0689	0.012503718802769903	1.0087045839023143	0.9900618619380634	1.0	1.0	1.0	+	723750	724658	909			chemotaxis protein CheV				ATG	 
lmo0690	-1.0168361291611099	-2.0234765491584614	0.2819653101249888	1.0	1.0	1.0	+	724896	725759	864	flaA		flagellin				ATG	 
lmo0691	-0.18810844070493005	-1.1392690075790644	0.8450713593083383	1.0	1.0	1.0	+	726034	726393	360	cheY		chemotaxis response regulator CheY				ATG	 
lmo0692	0.5194033549051698	1.4333623399856024	0.48039965756370817	1.0	1.0	1.0	+	726413	728269	1857	cheA		two-component sensor histidine kinase CheA				ATG	 
lmo0693	0.33407579131690923	1.260569613285287	0.5596756144791666	1.0	1.0	1.0	+	728282	728581	300			flagellar motor switch protein FliY				ATG	 
lmo0694	0.39625729897414086	1.3160892234252337	0.38567268987281556	1.0	1.0	1.0	+	728600	729010	411			hypothetical protein				TTG	 
lmo0695	0.24320165308463082	1.1836164504963467	0.6895702828786188	1.0	1.0	1.0	+	729026	730072	1047			hypothetical protein				ATG	 
lmo0696	0.11660669787267963	1.0841818029624097	0.8563460627583841	1.0	1.0	1.0	+	730074	730496	423	flgD		flagellar basal body rod modification protein				TTG	 
lmo0697	0.15792994979102026	1.1156851488003923	0.8427758789711097	1.0	1.0	1.0	+	730516	731751	1236	flgE		flagellar hook protein FlgE				ATG	 
lmo0698	0.4524820551062412	1.3683924555246718	0.499240737368535	1.0	1.0	1.0	+	731765	732001	237			flagellar motor switch protein				ATG	 
lmo0699	0.11261147009678041	1.0811835524524247	0.8987282026695684	1.0	1.0	1.0	+	732022	733014	993	fliM		flagellar motor switch protein FliM				ATG	 
lmo0700	0.12104144499655956	1.087519632107354	0.8224363641918653	1.0	1.0	1.0	+	733017	734564	1548			flagellar motor switch protein FliY				GTG	 
lmo0701	0.05962491371098988	1.0421947653936896	0.8941392180340038	1.0	1.0	1.0	+	734570	735973	1404			hypothetical protein				GTG	 
lmo0702	0.6079374114549294	1.5240787096867612	0.5021133921501999	1.0	1.0	1.0	+	735996	737162	1167			hypothetical protein				ATG	 
lmo0703	0.24126360854600026	1.1820275067028936	1.0	1.0	1.0	1.0	+	737269	737733	465			hypothetical protein				ATG	 
lmo0704	0.09372322976073022	1.0671205993064672	0.8420387331328472	1.0	1.0	1.0	+	737743	738171	429			hypothetical protein				ATG	 
lmo0705	-0.3789823170206299	-1.3004242072718457	0.617997986631716	1.0	1.0	1.0	+	738191	739711	1521	flgK		flagellar hook-associated protein FlgK				GTG	 
lmo0706	0.08522097739510937	1.0608502192023916	0.8930491581142168	1.0	1.0	1.0	+	739723	740598	876	flgL		flagellar hook-associated protein FlgL				ATG	 
lmo0707	0.2576536105247893	1.1955327162377667	0.7340667634033444	1.0	1.0	1.0	+	740610	741899	1290	fliD		flagellar capping protein FliD				GTG	 
lmo0708	0.38300964907403046	1.3040594570769668	0.3901359872388568	1.0	1.0	1.0	+	741918	742304	387			flagellar protein				ATG	 
lmo0709	0.15834837130111	1.116008775314928	0.7594025069024086	1.0	1.0	1.0	+	742276	742557	282			hypothetical protein				ATG	 
lmo0710	0.44573017748339083	1.3620032798167756	0.47917188627475626	1.0	1.0	1.0	+	742578	742979	402	flgB		flagellar basal-body rod protein FlgB				GTG	 
lmo0711	-0.1807489547559289	-1.1334721586493184	0.8006834101006566	1.0	1.0	1.0	+	742991	743401	411	flgC		flagellar basal body rod protein FlgC				ATG	 
lmo0712	0.18931766403973072	1.1402243086891601	0.8014620772069525	1.0	1.0	1.0	+	743418	743714	297	fliE		flagellar hook-basal body protein FliE				ATG	 
lmo0713	0.24266994837664946	1.1831803094789444	0.7260941558374947	1.0	1.0	1.0	+	743782	745434	1653	fliF		flagellar MS-ring protein FliF				ATG	 
lmo0714	0.5103414295216098	1.424387252495146	0.5121206154214561	1.0	1.0	1.0	+	745437	746543	1107	fliG		flagellar motor switch protein FliG				ATG	 
lmo0715	0.96661791661416	1.9542538996345866	0.20155128816289913	1.0	1.0	1.0	+	746530	747222	693	fliH		flagellar assembly protein H				ATG	 
lmo0716	0.43850586909337963	1.3552000838942166	0.5776317119865679	1.0	1.0	1.0	+	747219	748520	1302	fliI		flagellum-specific ATP synthase				GTG	 
lmo0717	0.17870781682352987	1.1318696459266624	0.8587337314517061	1.0	1.0	1.0	+	748537	749205	669			transglycosylase				ATG	 
lmo0718	0.558532475314589	1.4727703374862822	0.5161307857799946	1.0	1.0	1.0	+	749219	749863	645			hypothetical protein				ATG	 
lmo0719	-0.5488088951148606	-1.4628774295481692	0.53689976127053	1.0	1.0	1.0	+	749985	750311	327			hypothetical protein				ATG	 
lmo0720	-0.1324518139253099	-1.0961549994499837	0.8800376759483668	1.0	1.0	1.0	+	750311	750634	324			hypothetical protein				ATG	 
lmo0721	-0.26750735937562986	-1.2037262716731865	0.7086315505372685	1.0	1.0	1.0	-	750680	751327	648			fibronectin-binding protein				ATG	 
lmo0722	-0.9695400893742985	-1.9582162442210882	0.2434542211689742	1.0	1.0	1.0	+	751598	753328	1731			pyruvate oxidase				ATG	 
lmo0723	-0.17476663404255	-1.1287818017302609	0.8590309436391812	1.0	1.0	1.0	+	753490	755295	1806			metyl-accepting chemotaxis protein				GTG	 
lmo0724	-0.006801395960439827	-1.0047254985523353	0.9945204875842153	1.0	1.0	1.0	+	755308	756036	729			hypothetical protein				ATG	 
lmo0725	0.2665106769196992	1.2028949674114806	0.7529676916292929	1.0	1.0	1.0	-	756079	756291	213			peptidoglycan-binding protein				ATG	 
lmo0726	0.3620435242325204	1.2852451110574663	0.6532347732931052	1.0	1.0	1.0	+	756494	756637	144			hypothetical protein				ATG	 
lmo0727	-0.13527415413919108	-1.0983015032794377	0.8503502653817796	1.0	1.0	1.0	+	756738	758543	1806			glucosamine--fructose-6-phosphate aminotransferase				ATG	 
lmo0728	0.6263795429585493	1.5436862332776153	0.4668141534996382	1.0	1.0	1.0	+	758656	759396	741			riboflavin kinase / FAD synthase				ATG	 
lmo0729	0.28754416466408017	1.2205608021529817	0.760745826796664	1.0	1.0	1.0	+	759479	759958	480			hypothetical protein				ATG	 
lmo0730	-0.1586116623711602	-1.116212464903038	0.8775084081198492	1.0	1.0	1.0	+	759972	760310	339			hypothetical protein				ATG	 
lmo0731	-0.11308296343113966	-1.0815369564172397	0.8868459670910573	1.0	1.0	1.0	+	760455	760859	405			hypothetical protein				ATG	 
lmo0732	-0.19005627664470914	-1.1408082156446455	0.8343051796619494	1.0	1.0	1.0	+	761552	763468	1917			peptidoglycan binding protein				ATG	 
lmo0733	0.7641011545625007	1.6983115658343266	0.4443962617348165	1.0	1.0	1.0	+	763798	764307	510			transcriptional regulator				ATG	 
lmo0734	0.24458343915235936	1.1847506390478681	0.785441325409141	1.0	1.0	1.0	-	764465	765469	1005			LacI family transcriptional regulator				ATG	 
lmo0735	0.29089733748324065	1.223400980534176	0.6067026063593077	1.0	1.0	1.0	+	765683	766354	672			ribulose-5-phosphate 3-epimerase				ATG	 
lmo0736	0.35873153141561964	1.2822979599851094	0.7139482996474005	1.0	1.0	1.0	+	766351	766797	447			ribose-5-phosphate isomerase B				ATG	 
lmo0737	0.1211677136913405	1.0876148190249486	0.8371342885177309	1.0	1.0	1.0	+	766810	767742	933			hypothetical protein				ATG	 
lmo0738	0.008625871616420255	1.005996908479476	0.9920033659116425	1.0	1.0	1.0	+	767766	769619	1854			PTS beta-glucoside transporter subunit IIABC				ATG	 
lmo0739	-0.4394986385468105	-1.3561329659127368	0.6695625425065403	1.0	1.0	1.0	+	769639	771012	1374			6-phospho-beta-glucosidase				ATG	 
lmo0740	-0.36131679052608057	-1.284597853179001	0.7064152740944767	1.0	1.0	1.0	-	771026	771685	660			transcriptional regulator				ATG	 
lmo0741	0.24619957536495019	1.1860785643613323	0.42470605856361643	1.0	1.0	1.0	+	771949	772326	378			GntR family transcriptional regulator				ATG	 
lmo0742	0.3562939759566399	1.2801332382343003	0.573373630150275	1.0	1.0	1.0	+	772310	772999	690			ABC transporter ATP-binding protein				ATG	 
lmo0743	0.5785206572775907	1.4933172124821188	0.38889300468335164	1.0	1.0	1.0	+	772996	773700	705			hypothetical protein				ATG	 
lmo0744	0.3214386237196303	1.2495759774844568	0.6805170996060554	1.0	1.0	1.0	+	773715	775715	2001			ABC transporter ATP-binding protein				ATG	 
lmo0745	0.21459359110746945	1.1603769887735418	0.6763301861466535	1.0	1.0	1.0	+	775744	776247	504			hypothetical protein				ATG	 
lmo0746	0.45613973367328065	1.3718661556266605	0.06202588562296674	1.0	1.0	1.0	-	776398	776697	300			hypothetical protein				ATG	 
lmo0747	0.42285195852092006	1.340575022041188	1.0	1.0	1.0	1.0	+	776761	777102	342			hypothetical protein				ATG	 
lmo0748	-0.06276808461522076	-1.0444678496000441	0.9511198031680793	1.0	1.0	1.0	+	777209	777496	288			hypothetical protein				ATG	 
lmo0749	0.3787323313129898	1.300198893332982	0.6920531766672173	1.0	1.0	1.0	+	777493	777699	207			hypothetical protein				ATG	 
lmo0750	-0.1543073672322608	-1.1128871967594758	0.86240951787362	1.0	1.0	1.0	+	777692	778207	516			hypothetical protein				ATG	 
lmo0751	0.08919660560594966	1.063777631037285	0.926474949457873	1.0	1.0	1.0	+	778262	778558	297			hypothetical protein				TTG	 
lmo0752	2.2522473345770093	4.764244105956339	0.00811216923810365	0.5625096864372848	1.0	1.0	+	778654	779490	837			hypothetical protein				ATG	 
lmo0753	-0.02522829420415995	-1.0176407123387599	0.9805536440359878	1.0	1.0	1.0	+	779616	780296	681			Crp/Fnr family transcriptional regulator				ATG	 
lmo0754	0.37758379460003866	1.2991642104261079	0.6651721494646701	1.0	1.0	1.0	+	780377	780988	612			hypothetical protein				ATG	 
lmo0755	-0.043689861946569764	-1.0307467139973738	0.9628310329520854	1.0	1.0	1.0	+	781103	781924	822			hypothetical protein				GTG	 
lmo0756	0.14755260954732918	1.107688792072555	0.859086669258651	1.0	1.0	1.0	+	781896	782801	906			ABC transporter ATP-binding protein				ATG	 
lmo0757	0.1651090876254795	1.1212508568388984	0.8412812566389793	1.0	1.0	1.0	+	782794	783774	981			hypothetical protein				TTG	 
lmo0758	-0.5902394674901501	-1.505496618359257	0.5634614728694407	1.0	1.0	1.0	+	783901	784788	888			hypothetical protein				ATG	 
lmo0759	-1.0203685251991308	-2.028437041833296	0.29575470882628496	1.0	1.0	1.0	+	784788	785747	960			hypothetical protein				ATG	 
lmo0760	-1.0414037101728804	-2.058229290681376	0.2833938146961674	1.0	1.0	1.0	+	785754	786362	609			hypothetical protein				ATG	 
lmo0761	-1.111614441760369	-2.160873236543269	0.28583174748415585	1.0	1.0	1.0	+	786372	786992	621			hypothetical protein				ATG	 
lmo0762	0.16366796188963129	1.1201313848534	0.8449097553214566	1.0	1.0	1.0	+	787320	788576	1257			ATP/GTP-binding protein				ATG	 
lmo0763	0.4105345194470402	1.3291781842572843	0.6163129314523106	1.0	1.0	1.0	+	788642	789514	873			hypothetical protein				ATG	 
lmo0764	0.3097134609217491	1.2394615013885972	0.7049160338023934	1.0	1.0	1.0	+	789520	790509	990			lipoate-protein ligase				GTG	 
lmo0765	-0.06984963518103005	-1.0496072826551162	0.9280933060065728	1.0	1.0	1.0	+	790662	791960	1299			hypothetical protein				TTG	 
lmo0766	0.5151405398879003	1.429133351738624	0.4861082622070305	1.0	1.0	1.0	+	791977	792867	891			sugar ABC transporter permease				ATG	 
lmo0767	0.2582870960543602	1.1960577883805459	0.4752860913072292	1.0	1.0	1.0	+	792879	793754	876			ABC transporter permease				ATG	 
lmo0768	0.22149554317691056	1.1659416120663246	0.7672949677107879	1.0	1.0	1.0	+	793777	795030	1254			sugar ABC transporter substrate-binding protein				ATG	 
lmo0769	-0.33841479906817007	-1.264366572834672	0.6606036293061569	1.0	1.0	1.0	+	795034	796062	1029			alpha-1,6-mannanase				ATG	 
lmo0770	-0.11107100042936935	-1.0800297108344041	0.8969432397829529	1.0	1.0	1.0	-	796075	797193	1119			LacI family transcriptional regulator				ATG	 
lmo0771	0.12963083169944944	1.0940137204939568	0.8945012873722438	1.0	1.0	1.0	+	797353	798105	753			hypothetical protein				ATG	 
lmo0772	0.7284539544555404	1.656862584481438	0.45035558635870876	1.0	1.0	1.0	+	798141	798788	648			transcriptional regulator				ATG	 
lmo0773	-0.3402783855204188	-1.266000860635934	0.6693765068707744	1.0	1.0	1.0	-	798828	799817	990			alcohol dehydrogenase				ATG	 
lmo0774	0.035129945519409844	1.0246491104260738	0.9645984630067117	1.0	1.0	1.0	+	799996	800925	930			hypothetical protein				ATG	 
lmo0775	-0.07073125232943056	-1.0502488836502364	0.9292071243114416	1.0	1.0	1.0	+	800965	801297	333			hypothetical protein				ATG	 
lmo0776	-0.21088338564381992	-1.15739665978123	0.826862393350235	1.0	1.0	1.0	-	801336	802202	867			transcriptional regulator				ATG	 
lmo0777	1.5686882602434196	2.966348825223437	0.056691803101888816	1.0	1.0	1.0	+	802356	802739	384			hypothetical protein				GTG	 
lmo0778	-0.5711382621737489	-1.485695296986165	0.5021789184868497	1.0	1.0	1.0	+	803201	803548	348			hypothetical protein				ATG	 
lmo0779	0.8724093181292201	1.8307176696001282	0.2797059789973484	1.0	1.0	1.0	-	803745	804212	468			hypothetical protein				ATG	 
lmo0780	0.8563339210183099	1.8104319133507651	0.21287310085001865	1.0	1.0	1.0	+	804382	804729	348			hypothetical protein				ATG	 
lmo0781	-0.3503932876330591	-1.2749081278296415	0.6551269612150319	1.0	1.0	1.0	-	804887	805765	879			PTS mannose transporter subunit IID				ATG	 
lmo0782	-0.4702123785691601	-1.3853133845394408	0.5543821865898844	1.0	1.0	1.0	-	805784	806596	813			PTS mannose transporter subunit IIC				ATG	 
lmo0783	-0.7511154943844396	-1.6830936985821412	0.3429235033440783	1.0	1.0	1.0	-	806770	807255	486			PTS mannose transporter subunit IIB				ATG	 
lmo0784	-0.9069512576534784	-1.875078841142717	0.24330442212378844	1.0	1.0	1.0	-	807255	807689	435			PTS mannose transporter subunit IIB				ATG	 
lmo0785	-0.03602392496086004	-1.0252842405684646	0.9646454533601199	1.0	1.0	1.0	-	807976	810792	2817			transcriptional regulator				ATG	 
lmo0786	-0.7132831657270611	-1.639530983501491	0.36976261594458937	1.0	1.0	1.0	+	810985	811620	636			ACP phosphodiesterase				ATG	 
lmo0787	0.05026600659557978	1.035455825369324	0.9501455651030526	1.0	1.0	1.0	+	811813	813189	1377			amino acid transporter				ATG	 
lmo0788	-0.23956682352289072	-1.180638115644189	0.7614013104989679	1.0	1.0	1.0	+	813451	817878	4428			hypothetical protein				ATG	 
lmo0789	-0.03547186987849926	-1.0248919850469587	0.9675039108979006	1.0	1.0	1.0	-	817914	818762	849			hypothetical protein				ATG	 
lmo0790	0.2570685399419199	1.1950479781671899	0.7839151101292785	1.0	1.0	1.0	-	818789	819265	477			transcriptional regulator				TTG	 
lmo0791	-1.2347444771358003	-2.3533966157919406	0.1567241752449151	1.0	1.0	1.0	+	819389	820039	651			hypothetical protein				ATG	 
lmo0792	0.09781467791987986	1.0701512228109227	0.9140990388808337	1.0	1.0	1.0	+	820145	821035	891			hypothetical protein				ATG	 
lmo0793	0.7969624723769293	1.737439175156982	0.35421759957401155	1.0	1.0	1.0	-	821070	821771	702			hypothetical protein				ATG	 
lmo0794	-1.396800970289899	-2.6331705550593347	0.10289373196942087	1.0	1.0	1.0	-	821886	822527	642			hypothetical protein				ATG	 
lmo0795	0.5206742610629096	1.434625581062255	0.5334175033248909	1.0	1.0	1.0	-	822611	823531	921			hypothetical protein				ATG	 
lmo0796	-1.1114568737969694	-2.1606372436323644	0.16065737576727024	1.0	1.0	1.0	-	823638	824168	531			hypothetical protein				ATG	 
lmo0797	-0.5683338930809505	-1.4828101472966837	0.49848662145540357	1.0	1.0	1.0	+	824423	824884	462			hypothetical protein				ATG	 
lmo0798	-0.32304034848859065	-1.2509640658878718	0.7109417941311771	1.0	1.0	1.0	-	824936	826396	1461			lysine-specific permease				GTG	 
lmo0799	-0.33685054378783086	-1.2629964147626878	0.666866446442171	1.0	1.0	1.0	-	826752	827513	762			hypothetical protein				ATG	 
lmo0800	-0.11563068280423039	-1.0834485780693923	0.8916517341290549	1.0	1.0	1.0	+	827666	828016	351			hypothetical protein				ATG	 
lmo0801	0.3559847307312811	1.2798588679376257	0.5937142872260672	1.0	1.0	1.0	+	828168	830108	1941			internalin				ATG	 
lmo0802	1.3859971167183396	2.6135252845500854	0.10927745108762288	1.0	1.0	1.0	+	830259	830897	639			hypothetical protein				ATG	 
lmo0803	0.5108012039726084	1.4248412647531326	0.5411615025519085	1.0	1.0	1.0	+	831025	833073	2049			Na+/H+ antiporter				TTG	 
lmo0804	-0.1493048783145401	-1.1090349862628415	0.8760149745575334	1.0	1.0	1.0	-	833117	833587	471			hypothetical protein				ATG	 
lmo0805	-0.7075046901167195	-1.6329772478944902	0.4160118955584686	1.0	1.0	1.0	-	833615	834076	462			hypothetical protein				ATG	 
lmo0806	0.15954211112074024	1.1169325848480924	0.8591316948901362	1.0	1.0	1.0	+	834287	834829	543			transcriptional regulator				ATG	 
lmo0807	-0.22080156730819933	-1.1653808970550217	0.7853136142530074	1.0	1.0	1.0	+	834845	835939	1095			spermidine/putrescine ABC transporter ATP-binding protein				GTG	 
lmo0808	0.8990946256415695	1.8648952864055435	0.3766221809637851	1.0	1.0	1.0	+	835939	836748	810			spermidine/putrescine ABC transporter permease				ATG	 
lmo0809	0.7126465336529098	1.6388076513239211	0.45481039015931346	1.0	1.0	1.0	+	836745	837551	807			spermidine/putrescine ABC transporter permease				ATG	 
lmo0810	0.8406216282248398	1.7908216045870116	0.3860102632927185	1.0	1.0	1.0	+	837548	838621	1074			spermidine/putrescine ABC transporter substrate-binding protein				ATG	 
lmo0811	0.9067298414828002	1.8747910873850082	0.2677413352453575	1.0	1.0	1.0	+	838751	839452	702			carbonic anhydrase				ATG	 
lmo0812	-0.026542168539490874	-1.0185679083113393	0.9755845167009772	1.0	1.0	1.0	+	839520	840062	543			hypothetical protein				ATG	 
lmo0813	-1.0296512607480395	-2.0415306973884526	0.1981314042547362	1.0	1.0	1.0	+	840200	841072	873			fructokinase				ATG	 
lmo0814	0.5194967363284615	1.4334551203331745	0.5179916974700218	1.0	1.0	1.0	+	841157	842086	930			oxidoreductase				ATG	 
lmo0815	0.6938939335677405	1.6176437637507115	0.49363127973135823	1.0	1.0	1.0	+	842313	842765	453			transcriptional regulator				ATG	 
lmo0816	0.3579174404195209	1.281574582750959	0.7276552177329803	1.0	1.0	1.0	+	842781	843287	507			regulatory protein PaiA				ATG	 
lmo0817	-0.05515636098068022	-1.0389717021674545	0.9486827546352022	1.0	1.0	1.0	-	843311	843724	414			PhnB protein				ATG	 
lmo0818	-0.9162314767900899	-1.8871792706674386	0.33014916455882914	1.0	1.0	1.0	+	843949	846579	2631			cation-transporting ATPase				ATG	 
lmo0819	-1.088791123540621	-2.126957378075511	0.26622102528066816	1.0	1.0	1.0	+	846594	847442	849			hypothetical protein				ATG	 
lmo0820	-0.2198386354407491	-1.1646033190134306	0.8320459210192497	1.0	1.0	1.0	+	847552	848109	558			acetyltransferase				TTG	 
lmo0821	0.19719797737512135	1.1464695020310933	0.8272199069186108	1.0	1.0	1.0	+	848126	848788	663			hypothetical protein				ATG	 
lmo0822	0.3981402693972296	1.3178080724754584	0.6369499110672037	1.0	1.0	1.0	-	848804	849193	390			transcriptional regulator				GTG	 
lmo0823	-0.15390465718563995	-1.1125765917477435	0.8457335910266619	1.0	1.0	1.0	+	849314	850138	825			oxidoreductase				TTG	 
lmo0824	0.2915767893493202	1.223977289336314	0.7610249085919099	1.0	1.0	1.0	+	850216	851184	969			hypothetical protein				ATG	 
lmo0825	0.023686671839149298	1.0165538715726716	0.9799721933206631	1.0	1.0	1.0	+	851225	852505	1281			3-hydroxy-3-methylglutaryl-CoA reductase				ATG	 
lmo0826	0.47657759592359916	1.3914389352909997	0.5661066091992044	1.0	1.0	1.0	+	852704	854338	1635			transporter				ATG	 
lmo0829	-0.4131862413796803	-1.3316235049977851	0.6063091607759881	1.0	1.0	1.0	+	855759	859406	3648	nifJ		pyruvate-flavodoxin oxidoreductase				ATG	 
lmo0830	-0.024969998144409367	-1.0174585331186197	0.979134810775656	1.0	1.0	1.0	-	859656	861617	1962	fbp		fructose-1,6-bisphosphatase				GTG	 
lmo0831	0.7904023474758901	1.7295567445560507	0.3455402259521758	1.0	1.0	1.0	-	861731	862642	912			hypothetical protein				ATG	 
lmo0832	0.20806774708002074	1.1551400271511072	0.5099356864555904	1.0	1.0	1.0	+	863322	863606	285			transposase				ATG	 
lmo0833	0.72611105325241	1.6541740641001994	0.3402992486917431	1.0	1.0	1.0	+	863798	864688	891			transcriptional regulator				ATG	 
lmo0834	0.22116537311156925	1.1656748093391271	0.6641552650822857	1.0	1.0	1.0	+	864824	865537	714			hypothetical protein				ATA	 
lmo0835	0.0334276362374295	1.0234407878281582	0.9611895877271635	1.0	1.0	1.0	+	865530	866534	1005			peptidoglycan binding protein				GTG	 
lmo0836	0.9425857544614598	1.921969916308859	0.24466490292504672	1.0	1.0	1.0	-	866577	866990	414			phosphate-starvation-inducible protein PsiE				ATG	 
lmo0837	1.1337414415996907	2.194270584879581	0.16154456590596977	1.0	1.0	1.0	+	867163	868800	1638			hypothetical protein				TTG	 
lmo0838	7.94541543214774	246.4951468788525	0.0	0.0	0.0	0.0	+	869095	870480	1386	uhpT		sugar:phosphate antiporter				ATG	 
lmo0839	2.68441887317724	6.428218076873864	0.005640817676830778	0.44546790708971956	1.0	1.0	-	870587	871807	1221			tetracycline resistance protein				ATG	 
lmo0840	0.11990577529051905	1.0866638884601534	0.9072317704858777	1.0	1.0	1.0	-	871940	872410	471			hypothetical protein				ATG	 
lmo0841	0.21041383188025087	1.1570200233391432	0.8056074298248073	1.0	1.0	1.0	+	872616	875258	2643			calcium-transporting ATPase				TTG	 
lmo0842	0.5855963974976293	1.5006592204598452	0.567354075134032	1.0	1.0	1.0	+	875721	881855	6135			peptidoglycan binding protein				ATG	 
lmo0843	0.5292212231008007	1.4431499627545497	0.6029316001481808	1.0	1.0	1.0	-	881992	882249	258			hypothetical protein				ATG	 
lmo0844	-0.3012940405954794	-1.2322491967641622	0.7279526762542858	1.0	1.0	1.0	+	882328	882705	378			hypothetical protein				ATG	 
lmo0845	-0.7517129039821508	-1.683790799850254	0.38279886939896246	1.0	1.0	1.0	+	882962	884065	1104			hypothetical protein				ATG	 
lmo0846	-0.7587202389011001	-1.6919890582842845	0.42760025172898164	1.0	1.0	1.0	+	884170	885270	1101			excinuclease ABC subunit C				TTG	 
lmo0847	-0.6520275043298795	-1.5713749906046477	0.4968531860373613	1.0	1.0	1.0	+	885440	886882	1443			glutamine ABC transporter				ATG	 
lmo0848	-0.2903114599390193	-1.2229042590352255	0.7347461285039565	1.0	1.0	1.0	+	886875	887603	729			amino acid ABC transporter ATP-binding protein				ATG	 
lmo0849	0.4465502867044293	1.3627777393926581	0.37677184710804124	1.0	1.0	1.0	-	887652	889502	1851			amidase				ATG	 
lmo0850	-0.26412732036774056	-1.2009094051700955	0.7754626304863466	1.0	1.0	1.0	+	890069	890215	147			hypothetical protein				TTG	 
lmo0851	0.036790956489339166	1.0258294940077803	0.9629481808681253	1.0	1.0	1.0	+	890439	891197	759			hypothetical protein				ATG	 
lmo0852	-0.18513241089963994	-1.136921315360855	0.8486579632647739	1.0	1.0	1.0	+	891277	891831	555			TetR family transcriptional regulator				ATG	 
lmo0853	0.05766315100284114	1.0407785621592542	0.9545849753408187	1.0	1.0	1.0	+	891848	892189	342			SugE protein				TTG	 
lmo0854	0.40251860429828934	1.321813471375846	0.6811264657980267	1.0	1.0	1.0	+	892192	892512	321			SugE protein				ATG	 
lmo0855	0.05554903102162001	1.0392545260317996	0.9440969102210996	1.0	1.0	1.0	+	892662	893774	1113	ddl		D-alanyl-alanine synthetase A				ATG	 
lmo0856	0.016838643559239586	1.0117400378867698	0.9830255731662787	1.0	1.0	1.0	+	893838	895211	1374	murF		UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diamino pimelate-D-alanyl-D-alanyl ligase				TTG	 
lmo0857	0.5264687904271597	1.4403992869226767	0.5167970039986916	1.0	1.0	1.0	+	895278	895991	714			carboxylesterase				ATG	 
lmo0858	-0.3598386272441303	-1.2832823478968582	0.6820127096354088	1.0	1.0	1.0	-	896003	897028	1026			LacI family transcriptional regulator				ATG	 
lmo0859	-0.044718821770730166	-1.0314821260125622	0.9431710434972308	1.0	1.0	1.0	+	897273	898592	1320			sugar ABC transporter substrate-binding protein				ATG	 
lmo0860	0.05156699568131007	1.0363899966746724	0.9431759664514388	1.0	1.0	1.0	+	898589	899467	879			sugar ABC transporter permease				ATG	 
lmo0861	0.2704373942357803	1.2061734582201815	0.7454351143142781	1.0	1.0	1.0	+	899454	900287	834			sugar ABC transporter permease				ATG	 
lmo0862	0.49709313248574016	1.4113669505838817	0.6153062501037683	1.0	1.0	1.0	+	900303	901835	1533			oligo-1,6-glucosidase				TTG	 
lmo0863	-0.18230117045303107	-1.1346923334225012	0.8394443656156041	1.0	1.0	1.0	+	901837	902751	915			hypothetical protein				ATG	 
lmo0864	-0.1504077923403795	-1.109883147427636	0.8846118433549817	1.0	1.0	1.0	+	902773	903840	1068			hypothetical protein				ATG	 
lmo0865	-0.27334430536091947	-1.2086062480402948	0.7888265307408551	1.0	1.0	1.0	+	903837	905510	1674			phosphomannomutase				ATG	 
lmo0866	0.5341740088816991	1.4481128241875858	0.40858369903304714	1.0	1.0	1.0	+	905962	907524	1563			ATP-dependent RNA helicase				TTG	 
lmo0867	1.3475058493441896	2.544718106620732	0.1032813871318945	1.0	1.0	1.0	+	907979	908467	489			hypothetical protein				ATG	 
lmo0868	-0.47634213640550094	-1.3912118597153569	0.5971069538898225	1.0	1.0	1.0	-	908499	909056	558			hypothetical protein				ATG	 
lmo0869	-0.9710745390800009	-1.9603001100171544	0.3510212721496557	1.0	1.0	1.0	+	909159	910157	999			hypothetical protein				ATG	 
lmo0870	-0.3824324197191	-1.3035378008639835	0.7120656130873834	1.0	1.0	1.0	+	910173	910484	312			hypothetical protein				ATG	 
lmo0871	0.9679753756514398	1.9560935594223927	0.26120133368275744	1.0	1.0	1.0	-	910517	910870	354			hypothetical protein				ATG	 
lmo0872	0.2824296232456609	1.2162414163960964	0.7516316334569233	1.0	1.0	1.0	+	910998	912164	1167			antibiotic resistance protein				GTG	 
lmo0873	-0.061785052300050936	-1.0437564061601177	0.8951505736835677	1.0	1.0	1.0	+	912372	914390	2019			transcriptional regulator				ATG	 
lmo0874	0.38139651971750954	1.3026021560488958	1.0	1.0	1.0	1.0	+	914405	914734	330			PTS sugar transporter subunit IIA				ATG	 
lmo0875	0.27755484875502034	1.2121387494818106	0.6379191098603589	1.0	1.0	1.0	+	914735	915070	336			PTS beta-glucoside transporter subunit IIB				ATG	 
