NCBI id	RAST id	begin RAST	end RAST	length RAST	diffcenter NCBI-RAST	description RAST
EGD1473	fig|6666666.16889.peg.1564	1533027	1531957	1071	0	FIG004453: protein YceG like
EGD1474	fig|6666666.16889.peg.1565	1533230	1533856	627	0	DedA family protein
EGD1475	fig|6666666.16889.peg.1566	1534203	1533901	303	0	Ortholog of S. aureus MRSA252 (BX571856) SAR1694
EGD1476	fig|6666666.16889.peg.1567	1534626	1534219	408	5	Putative Holliday junction resolvase (EC 3.1.-.-)
EGD1477	fig|6666666.16889.peg.1568	1534904	1534632	273	0	Hypothetical protein possible functionally linked with Alanyl-tRNA synthetase
EGD1478	fig|6666666.16889.peg.1569	1537635	1534996	2640	0	Alanyl-tRNA synthetase (EC 6.1.1.7)
EGD1479	fig|6666666.16889.peg.1570	1538637	1537942	696	0	ABC transporter ATP-binding protein YvcR
EGD1480	fig|6666666.16889.peg.1571	1540118	1538646	1473	15	"ABC transporter, permease protein"
EGD1481	fig|6666666.16889.peg.1572	1540315	1541001	687	0	"DNA-binding response regulator, OmpR family"
EGD1482	fig|6666666.16889.peg.1573	1540998	1542437	1440	5	Sensor protein basS/pmrB (EC 2.7.3.-)
EGD1483	fig|6666666.16889.peg.1574	1544875	1542479	2397	0	RecD-like DNA helicase YrrC
EGD1484	fig|6666666.16889.peg.1575	1545571	1544903	669	0	Tetratricopeptide repeat (TPR) family protein
EGD1485	fig|6666666.16889.peg.1576	1546322	1545582	741	0	carboxymethylenebutenolidase-related protein
EGD1486	fig|6666666.16889.peg.1577	1547555	1546440	1116	0	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (EC 2.1.1.61)
EGD1487	fig|6666666.16889.peg.1578	1548722	1547574	1149	0	Cysteine desulfurase (EC 2.8.1.7)
EGD1488	fig|6666666.16889.peg.1579	1550385	1549102	1284	0	Uncharacterized ATPase (AAA family) associated with cysteine desulfurase
EGD0155	fig|6666666.16889.peg.158	156711	155881	831	0	STAS domain protein
EGD1490	fig|6666666.16889.peg.1582	1551200	1552405	1206	0	Ammonium transporter
EGD1491	fig|6666666.16889.peg.1583	1552419	1552784	366	0	Nitrogen regulatory protein P-II
EGD1492	fig|6666666.16889.peg.1584	1552934	1553314	381	0	FIG00774153: hypothetical protein
EGD1493	fig|6666666.16889.peg.1585	1555128	1553353	1776	0	Aspartyl-tRNA synthetase (EC 6.1.1.12)
EGD1494	fig|6666666.16889.peg.1586	1556408	1555131	1278	0	Histidyl-tRNA synthetase (EC 6.1.1.21)
EGD1495	fig|6666666.16889.peg.1587	1556859	1558142	1284	0	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)
EGD1496	fig|6666666.16889.peg.1588	1558589	1558179	411	21	D-tyrosyl-tRNA(Tyr) deacylase
EGD1497	fig|6666666.16889.peg.1589	1560863	1558647	2217	0	"GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase I"
EGD0156	fig|6666666.16889.peg.159	156952	157920	969	12	DNA polymerase III delta prime subunit (EC 2.7.7.7)
EGD1498	fig|6666666.16889.peg.1590	1561590	1561069	522	0	Adenine phosphoribosyltransferase (EC 2.4.2.7)
EGD1499	fig|6666666.16889.peg.1591	1563931	1561580	2352	0	Single-stranded-DNA-specific exonuclease RecJ (EC 3.1.-.-)
EGD1500	fig|6666666.16889.peg.1592	1564381	1564037	345	0	FIG00774752: hypothetical protein
EGD1501	fig|6666666.16889.peg.1593	1566741	1564477	2265	0	Protein-export membrane protein SecD (TC 3.A.5.1.1) / Protein-export membrane protein SecF (TC 3.A.5.1.1)
EGD1502	fig|6666666.16889.peg.1594	1567132	1566842	291	0	FIG00774068: hypothetical protein
EGD1503	fig|6666666.16889.peg.1595	1567604	1567275	330	0	Preprotein translocase subunit YajC (TC 3.A.5.1.1)
EGD1504	fig|6666666.16889.peg.1596	1568777	1567638	1140	0	tRNA-guanine transglycosylase (EC 2.4.2.29)
EGD1505	fig|6666666.16889.peg.1597	1569892	1568864	1029	0	S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 5.-.-.-)
EGD1506	fig|6666666.16889.peg.1598	1570903	1569896	1008	0	Holliday junction DNA helicase RuvB
EGD1507	fig|6666666.16889.peg.1599	1571524	1570919	606	0	Holliday junction DNA helicase RuvA
EGD0015	fig|6666666.16889.peg.16	19312	19923	612	0	AA3-600 quinol oxidase subunit IIII
EGD0157	fig|6666666.16889.peg.160	157926	158759	834	0	Signal peptidase-like protein
EGD1508	fig|6666666.16889.peg.1600	1572583	1571648	936	0	L-lactate dehydrogenase (EC 1.1.1.27)
EGD1509	fig|6666666.16889.peg.1601	1573378	1572653	726	0	FIG000859: hypothetical protein YebC
EGD1510	fig|6666666.16889.peg.1602	1574337	1573489	849	0	Prephenate dehydratase (EC 4.2.1.51)
EGD1511	fig|6666666.16889.peg.1603	1575639	1574404	1236	27	GTP-binding protein Obg
EGD1512	fig|6666666.16889.peg.1604	1577346	1575853	1494	0	Glycerol kinase (EC 2.7.1.30)
EGD1513	fig|6666666.16889.peg.1605	1578239	1577421	819	0	Glycerol uptake facilitator protein
EGD1514	fig|6666666.16889.peg.1606	1578896	1578606	291	0	LSU ribosomal protein L27p
EGD1515	fig|6666666.16889.peg.1607	1579227	1578910	318	0	FIG139598: Potential ribosomal protein
EGD1516	fig|6666666.16889.peg.1608	1579554	1579246	309	0	LSU ribosomal protein L21p
EGD1517	fig|6666666.16889.peg.1609	1581072	1579711	1362	0	Cytoplasmic axial filament protein CafA and Ribonuclease G (EC 3.1.4.-)
EGD0158	fig|6666666.16889.peg.161	158770	159159	390	0	DNA replication intiation control protein YabA
EGD1518	fig|6666666.16889.peg.1610	1581924	1581124	801	0	Septum site-determining protein MinD
EGD1519	fig|6666666.16889.peg.1611	1582604	1581927	678	0	Septum site-determining protein MinC
EGD1520	fig|6666666.16889.peg.1612	1583300	1582782	519	0	Rod shape-determining protein MreD
EGD1521	fig|6666666.16889.peg.1613	1584190	1583303	888	0	Rod shape-determining protein MreC
EGD1522	fig|6666666.16889.peg.1614	1585289	1584276	1014	0	Rod shape-determining protein MreB
EGD1523	fig|6666666.16889.peg.1615	1586415	1585741	675	0	DNA repair protein RadC
EGD1524	fig|6666666.16889.peg.1616	1587137	1586427	711	0	"Late competence protein ComC, processing protease"
EGD1525	fig|6666666.16889.peg.1617	1588638	1587349	1290	0	Dihydrofolate synthase (EC 6.3.2.12) / Folylpolyglutamate synthase (EC 6.3.2.17)
EGD1526	fig|6666666.16889.peg.1618	1591351	1588700	2652	0	Valyl-tRNA synthetase (EC 6.1.1.9)
EGD1527	fig|6666666.16889.peg.1619	1592963	1591674	1290	0	Glutamate-1-semialdehyde aminotransferase (EC 5.4.3.8)
EGD0159	fig|6666666.16889.peg.162	159196	159969	774	6	tRNA (adenine37-N(6))-methyltransferase TrmN6 (EC 2.1.1.223)
EGD1528	fig|6666666.16889.peg.1620	1593950	1592976	975	0	Porphobilinogen synthase (EC 4.2.1.24)
EGD1529	fig|6666666.16889.peg.1621	1594669	1593947	723	0	Uroporphyrinogen-III synthase (EC 4.2.1.75)
EGD1530	fig|6666666.16889.peg.1622	1595595	1594666	930	0	Porphobilinogen deaminase (EC 2.5.1.61)
EGD1531	fig|6666666.16889.peg.1623	1596906	1595599	1308	0	Glutamyl-tRNA reductase (EC 1.2.1.70)
EGD1532	fig|6666666.16889.peg.1624	1597618	1597034	585	0	GTP-binding protein EngB
EGD1533	fig|6666666.16889.peg.1625	1599648	1597726	1923	0	Threonyl-tRNA synthetase (EC 6.1.1.3)
EGD1534	fig|6666666.16889.peg.1626	1600921	1599998	924	0	Helicase loader DnaI
EGD1535	fig|6666666.16889.peg.1627	1602307	1600931	1377	0	chromosome replication initiation / membrane attachment protein DnaB
EGD1536	fig|6666666.16889.peg.1628	1602777	1602313	465	0	Ribonucleotide reductase transcriptional regulator NrdR
EGD1537	fig|6666666.16889.peg.1629	1603457	1602855	603	0	Dephospho-CoA kinase (EC 2.7.1.24)
EGD0160	fig|6666666.16889.peg.163	159953	160225	273	0	COG2827: putative endonuclease containing a URI domain
EGD1538	fig|6666666.16889.peg.1630	1604295	1603474	822	0	Formamidopyrimidine-DNA glycosylase (EC 3.2.2.23)
EGD1539	fig|6666666.16889.peg.1631	1606946	1604319	2628	0	DNA polymerase I (EC 2.7.7.7)
EGD1540	fig|6666666.16889.peg.1632	1608374	1607112	1263	0	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)
EGD1541	fig|6666666.16889.peg.1633	1609515	1608394	1122	0	Citrate synthase (si) (EC 2.3.3.1)
EGD1542	fig|6666666.16889.peg.1634	1610012	1609551	462	0	membrane protein
EGD1543	fig|6666666.16889.peg.1635	1610546	1610169	378	0	FxsA protein
EGD1544	fig|6666666.16889.peg.1636	1612421	1610664	1758	0	Pyruvate kinase (EC 2.7.1.40)
EGD1545	fig|6666666.16889.peg.1637	1613663	1612704	960	0	6-phosphofructokinase (EC 2.7.1.11)
EGD1546	fig|6666666.16889.peg.1639	1614903	1613947	957	0	Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2)
EGD0161	fig|6666666.16889.peg.164	160222	161103	882	0	rRNA small subunit methyltransferase I
EGD1547	fig|6666666.16889.peg.1640	1615777	1614893	885	0	Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2)
EGD1548	fig|6666666.16889.peg.1641	1619321	1615995	3327	0	DNA polymerase III alpha subunit (EC 2.7.7.7)
EGD1549	fig|6666666.16889.peg.1642	1620378	1619443	936	0	"FIG146085: 3'-to-5' oligoribonuclease A, Bacillus type"
EGD1550	fig|6666666.16889.peg.1643	1621728	1620400	1329	8	FIG009439: Cytosolic protein containing multiple CBS domains
EGD1551	fig|6666666.16889.peg.1644	1622425	1621739	687	0	FIG002379: metal-dependent hydrolase
EGD1552	fig|6666666.16889.peg.1645	1622590	1623687	1098	0	Proline dipeptidase (EC 3.4.13.9)
EGD1553	fig|6666666.16889.peg.1646	1624842	1623730	1113	0	Alanine dehydrogenase (EC 1.4.1.1)
EGD1554	fig|6666666.16889.peg.1647	1625083	1625547	465	0	Universal stress protein family
EGD1555	fig|6666666.16889.peg.1648	1626816	1625599	1218	0	Acetate kinase (EC 2.7.2.1)
EGD1556	fig|6666666.16889.peg.1649	1627814	1626816	999	0	Adenine-specific methyltransferase (EC 2.1.1.72)
EGD0162	fig|6666666.16889.peg.165	161432	161148	285	0	Transition state regulatory protein AbrB
EGD1557	fig|6666666.16889.peg.1650	1628502	1628005	498	0	"Thiol peroxidase, Tpx-type (EC 1.11.1.15)"
EGD1558	fig|6666666.16889.peg.1651	1629100	1628564	537	0	BH3197 unknown conserved protein
EGD1559	fig|6666666.16889.peg.1652	1630133	1629120	1014	0	Protease IV (EC 3.4.21.-)
EGD1560	fig|6666666.16889.peg.1653	1630312	1631115	804	0	NAD kinase (EC 2.7.1.23)
EGD1561	fig|6666666.16889.peg.1654	1632097	1631147	951	0	Ornithine carbamoyltransferase (EC 2.1.3.3)
EGD1562	fig|6666666.16889.peg.1655	1633254	1632094	1161	0	Acetylornithine aminotransferase (EC 2.6.1.11)
EGD1563	fig|6666666.16889.peg.1656	1634003	1633251	753	0	Acetylglutamate kinase (EC 2.7.2.8)
EGD1564	fig|6666666.16889.peg.1657	1635212	1634016	1197	0	Glutamate N-acetyltransferase (EC 2.3.1.35) / N-acetylglutamate synthase (EC 2.3.1.1)
EGD1565	fig|6666666.16889.peg.1658	1636259	1635228	1032	0	N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)
EGD1566	fig|6666666.16889.peg.1659	1637629	1636433	1197	7	tRNA S(4)U 4-thiouridine synthase (former ThiI)
EGD0163	fig|6666666.16889.peg.166	161547	162404	858	0	glucose uptake protein
EGD1567	fig|6666666.16889.peg.1660	1638848	1637646	1203	32	Cysteine desulfurase (EC 2.8.1.7)
EGD1568	fig|6666666.16889.peg.1661	1640627	1638912	1716	0	Septation ring formation regulator EzrA
EGD1569	fig|6666666.16889.peg.1662	1640920	1641408	489	0	"Free methionine-(R)-sulfoxide reductase, contains GAF domain"
EGD1570	fig|6666666.16889.peg.1663	1641620	1642222	603	0	SSU ribosomal protein S4p (S9e)
EGD1571	fig|6666666.16889.peg.1664	1642698	1642498	201	0	FIG00774215: hypothetical protein
EGD1572	fig|6666666.16889.peg.1665	1643504	1642725	780	0	FIG00774834: hypothetical protein
EGD1573	fig|6666666.16889.peg.1666	1645083	1643794	1290	15	Tyrosyl-tRNA synthetase (EC 6.1.1.1) ## cluster 1
EGD1574	fig|6666666.16889.peg.1667	1646382	1645375	1008	0	Catabolite control protein A
EGD1575	fig|6666666.16889.peg.1668	1647702	1646617	1086	0	Chorismate mutase I (EC 5.4.99.5) / 2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I beta (EC 2.5.1.54)
EGD1576	fig|6666666.16889.peg.1669	1648446	1647922	525	0	general stress protein
EGD0164	fig|6666666.16889.peg.167	162472	163731	1260	3	putative exported protein
EGD1577	fig|6666666.16889.peg.1670	1648923	1648468	456	0	hypothetical protein
EGD1578	fig|6666666.16889.peg.1671	1649179	1650291	1113	0	aminopeptidase
EGD1579	fig|6666666.16889.peg.1672	1650876	1650331	546	0	Alkyl hydroperoxide reductase subunit C-like protein
EGD1580	fig|6666666.16889.peg.1673	1652364	1651021	1344	0	UDP-N-acetylmuramate--alanine ligase (EC 6.3.2.8)
EGD1581	fig|6666666.16889.peg.1674	1655013	1652659	2355	0	Cell division protein FtsK
EGD1582	fig|6666666.16889.peg.1675	1655940	1655323	618	0	Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20)
EGD1583	fig|6666666.16889.peg.1676	1656746	1655946	801	0	hypothetical protein
EGD1584	fig|6666666.16889.peg.1677	1657092	1656781	312	0	FIG009688: Thioredoxin
EGD1586	fig|6666666.16889.peg.1679	1658488	1657415	1074	0	"glutamyl-aminopeptidase, putative( EC:3.4.11.7 )"
EGD0165	fig|6666666.16889.peg.168	164127	166469	2343	0	Internalin-like protein (LPXTG motif) Lmo0171 homolog
EGD1587	fig|6666666.16889.peg.1680	1658686	1658997	312	0	FIG00774243: hypothetical protein
EGD1588	fig|6666666.16889.peg.1681	1659282	1659034	249	12	FIG00774581: hypothetical protein
EGD1589	fig|6666666.16889.peg.1682	1660267	1659416	852	0	CDS_ID OB2240
EGD1590	fig|6666666.16889.peg.1683	1660972	1660328	645	0	tRNA (guanine46-N7-)-methyltransferase (EC 2.1.1.33)
EGD1591	fig|6666666.16889.peg.1684	1661761	1660979	783	0	aminoglycoside phosphotransferase family protein
EGD1592	fig|6666666.16889.peg.1685	1663433	1661970	1464	0	Membrane component of multidrug resistance system
EGD1593	fig|6666666.16889.peg.1686	1663876	1663436	441	0	"Transcriptional regulator, MarR family"
EGD1594	fig|6666666.16889.peg.1687	1664968	1664099	870	0	D-alanine aminotransferase (EC 2.6.1.21)
EGD1595	fig|6666666.16889.peg.1688	1666493	1665081	1413	0	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase and related deacylases
EGD1596	fig|6666666.16889.peg.1689	1666981	1666568	414	0	MutT/nudix family protein
EGD1597	fig|6666666.16889.peg.1690	1667086	1667916	831	0	"YjeF protein, C-terminal domain"
EGD1598	fig|6666666.16889.peg.1691	1668608	1667955	654	0	FIG00775051: hypothetical protein
EGD1599	fig|6666666.16889.peg.1692	1670231	1668618	1614	0	"Membrane protein involved in the export of O-antigen, teichoic acid lipoteichoic acids"
EGD1600	fig|6666666.16889.peg.1693	1671955	1670342	1614	0	"Membrane protein involved in the export of O-antigen, teichoic acid lipoteichoic acids"
EGD1601	fig|6666666.16889.peg.1694	1672477	1672040	438	0	FIG00774419: hypothetical protein
EGD1602	fig|6666666.16889.peg.1695	1673321	1672548	774	0	Tryptophan synthase alpha chain (EC 4.2.1.20)
EGD1603	fig|6666666.16889.peg.1696	1674516	1673314	1203	0	Tryptophan synthase beta chain (EC 4.2.1.20)
EGD1604	fig|6666666.16889.peg.1697	1675127	1674519	609	0	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)
EGD1605	fig|6666666.16889.peg.1698	1675882	1675124	759	0	Indole-3-glycerol phosphate synthase (EC 4.1.1.48)
EGD1606	fig|6666666.16889.peg.1699	1676898	1675879	1020	0	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)
EGD0016	fig|6666666.16889.peg.17	19925	20257	333	0	AA3-600 quinol oxidase subunit IV
EGD1607	fig|6666666.16889.peg.1700	1677475	1676870	606	0	"Anthranilate synthase, amidotransferase component (EC 4.1.3.27)"
EGD1608	fig|6666666.16889.peg.1701	1678836	1677472	1365	0	"Anthranilate synthase, aminase component (EC 4.1.3.27)"
EGD1609	fig|6666666.16889.peg.1702	1679920	1682520	2601	0	Alcohol dehydrogenase (EC 1.1.1.1); Acetaldehyde dehydrogenase (EC 1.2.1.10)
EGD1610	fig|6666666.16889.peg.1703	1682643	1683071	429	0	PhnB protein; putative DNA binding 3-demethylubiquinone-9 3-methyltransferase domain protein
EGD1611	fig|6666666.16889.peg.1704	1683155	1684075	921	0	"ABC transporter, ATP-binding protein"
EGD1612	fig|6666666.16889.peg.1705	1684072	1685139	1068	0	"ABC transporter, permease protein"
EGD1613	fig|6666666.16889.peg.1706	1686149	1685175	975	0	Muramoyltetrapeptide carboxypeptidase (EC 3.4.17.13)
EGD1614	fig|6666666.16889.peg.1707	1686727	1686146	582	0	DNA-3-methyladenine glycosylase (EC 3.2.2.20)
EGD1615	fig|6666666.16889.peg.1708	1686973	1686740	234	0	FIG00774240: hypothetical protein
EGD1616	fig|6666666.16889.peg.1709	1689775	1687073	2703	0	Aconitate hydratase (EC 4.2.1.3)
EGD0166	fig|6666666.16889.peg.171	167670	167365	306	0	hypothetical protein
EGD1617	fig|6666666.16889.peg.1710	1690733	1689930	804	0	STAS domain protein
EGD1618	fig|6666666.16889.peg.1711	1691180	1690758	423	0	STAS domain protein
EGD1619	fig|6666666.16889.peg.1712	1694398	1691180	3219	0	"COG0553: Superfamily II DNA/RNA helicases, SNF2 family"
EGD1620	fig|6666666.16889.peg.1713	1697553	1694482	3072	0	Exonuclease SbcC
EGD1621	fig|6666666.16889.peg.1714	1698674	1697550	1125	0	Exonuclease SbcD
EGD1622	fig|6666666.16889.peg.1715	1698790	1699398	609	5	1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)
EGD1623	fig|6666666.16889.peg.1716	1699955	1699440	516	0	FIG00774115: hypothetical protein
EGD1624	fig|6666666.16889.peg.1717	1700617	1700129	489	0	conserved hypothetical protein
EGD1625	fig|6666666.16889.peg.1718	1702503	1700698	1806	0	"ABC transporter, ATP-binding and permease protein"
EGD1626	fig|6666666.16889.peg.1719	1704256	1702487	1770	0	"ABC transporter, ATP-binding/permease protein"
EGD0167	fig|6666666.16889.peg.172	169021	167774	1248	0	Putative peptidoglycan bound protein (LPXTG motif) Lmo0175 homolog
EGD1627	fig|6666666.16889.peg.1720	1705279	1704659	621	0	Putative cellsurface protein
EGD1628	fig|6666666.16889.peg.1721	1705788	1705294	495	0	Putative cellsurface protein
EGD1629	fig|6666666.16889.peg.1722	1707144	1706581	564	0	membrane protein
EGD1630	fig|6666666.16889.peg.1723	1707593	1707162	432	0	FIG00774637: hypothetical protein
EGD1631	fig|6666666.16889.peg.1724	1709051	1708167	885	0	Translation elongation factor Ts
EGD1632	fig|6666666.16889.peg.1725	1709880	1709131	750	0	SSU ribosomal protein S2p (SAe)
EGD1633	fig|6666666.16889.peg.1727	1713434	1711023	2412	5	Leucyl-tRNA synthetase (EC 6.1.1.4)
EGD1634	fig|6666666.16889.peg.1728	1713838	1714803	966	0	COG1242: Predicted Fe-S oxidoreductase
EGD1635	fig|6666666.16889.peg.1729	1714800	1715375	576	0	"SAM-dependent methyltransferase, MraW methylase family (EC 2.1.1.-)"
EGD0168	fig|6666666.16889.peg.173	169299	170159	861	0	glucose uptake protein
EGD1636	fig|6666666.16889.peg.1730	1717265	1715400	1866	0	asparagine synthase( EC:6.3.5.4 )
EGD1637	fig|6666666.16889.peg.1731	1718601	1717402	1200	0	S-adenosylmethionine synthetase (EC 2.5.1.6)
EGD1638	fig|6666666.16889.peg.1732	1719024	1719326	303	0	FIG00774797: hypothetical protein
EGD1639	fig|6666666.16889.peg.1733	1724494	1719359	5136	0	Putative peptidoglycan bound protein (LPXTG motif) Lmo1666 homolog
EGD1640	fig|6666666.16889.peg.1734	1725505	1724597	909	0	L-lactate dehydrogenase (EC 1.1.1.27)
EGD1641	fig|6666666.16889.peg.1735	1725764	1725522	243	0	FIG00774067: hypothetical protein
EGD1642	fig|6666666.16889.peg.1736	1726288	1725815	474	0	8-oxo-dGTPase Bsu YtkD / 8-oxo-GTPase Bsu YtkD
EGD1643	fig|6666666.16889.peg.1737	1726362	1726628	267	0	Protein YidD
EGD1644	fig|6666666.16889.peg.1738	1726778	1727731	954	4	Lmo1671 protein
EGD1645	fig|6666666.16889.peg.1739	1729159	1727750	1410	3	O-succinylbenzoic acid--CoA ligase (EC 6.2.1.26)
EGD0169	fig|6666666.16889.peg.174	170228	172225	1998	2	Methionyl-tRNA synthetase (EC 6.1.1.10)
EGD1646	fig|6666666.16889.peg.1740	1729993	1729175	819	0	Naphthoate synthase (EC 4.1.3.36)
EGD1647	fig|6666666.16889.peg.1741	1730817	1729990	828	0	"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase (EC 4.2.99.20)"
EGD1648	fig|6666666.16889.peg.1742	1732561	1730819	1743	0	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase (EC 2.2.1.9)
EGD1649	fig|6666666.16889.peg.1743	1733946	1732558	1389	0	Menaquinone-specific isochorismate synthase (EC 5.4.4.2)
EGD1650	fig|6666666.16889.peg.1744	1734121	1735059	939	0	"1,4-dihydroxy-2-naphthoate octaprenyltransferase (EC 2.5.1.74)"
EGD1652	fig|6666666.16889.peg.1746	1738115	1736943	1173	0	Cystathionine beta-lyase (EC 4.4.1.8)
EGD1653	fig|6666666.16889.peg.1747	1739232	1738108	1125	0	Cystathionine gamma-synthase (EC 2.5.1.48)
EGD1654	fig|6666666.16889.peg.1748	1741584	1739254	2331	17	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14)
EGD1655	fig|6666666.16889.peg.1749	1743016	1741841	1176	0	major facilitator family transporter
EGD1656	fig|6666666.16889.peg.1750	1750875	1750429	447	0	"Peroxide stress regulator PerR, FUR family"
EGD1657	fig|6666666.16889.peg.1751	1751899	1750958	942	0	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)
EGD1658	fig|6666666.16889.peg.1752	1752044	1753342	1299	0	Glutamate-1-semialdehyde aminotransferase (EC 5.4.3.8)
EGD1659	fig|6666666.16889.peg.1753	1753448	1754536	1089	0	Putative lipoprotein SAV1865
EGD1660	fig|6666666.16889.peg.1754	1755021	1754578	444	42	Cysteinyl-tRNA synthetase related protein
EGD1661	fig|6666666.16889.peg.1755	1756006	1755260	747	0	Enoyl-[acyl-carrier-protein] reductase [NADPH] (EC 1.3.1.10)
EGD1662	fig|6666666.16889.peg.1756	1757098	1756010	1089	0	A/G-specific adenine glycosylase (EC 3.2.2.-)
EGD1663	fig|6666666.16889.peg.1757	1757308	1758288	981	0	Hypothetical protein SAV1869
EGD1664	fig|6666666.16889.peg.1758	1758781	1758320	462	5	Deoxyuridine 5'-triphosphate nucleotidohydrolase (EC 3.6.1.23)
EGD1665	fig|6666666.16889.peg.1759	1759026	1758793	234	0	FIG00775106: hypothetical protein
EGD1666	fig|6666666.16889.peg.1760	1759837	1759028	810	0	Regulatory protein recX
EGD1667	fig|6666666.16889.peg.1761	1759935	1760837	903	0	conserved hypothetical protein
EGD1668	fig|6666666.16889.peg.1762	1763455	1760858	2598	0	membrane protein
EGD1669	fig|6666666.16889.peg.1763	1764156	1763482	675	0	FIG00774792: hypothetical protein
EGD1670	fig|6666666.16889.peg.1764	1764364	1765329	966	0	cation efflux family protein
EGD1671	fig|6666666.16889.peg.1765	1765915	1765373	543	0	Ribosomal-protein-S5p-alanine acetyltransferase
EGD1672	fig|6666666.16889.peg.1766	1766105	1767007	903	0	methyl-accepting chemotaxis protein
EGD1673	fig|6666666.16889.peg.1767	1767035	1767241	207	0	FIG00774912: hypothetical protein
EGD1674	fig|6666666.16889.peg.1768	1767629	1767276	354	0	FIG00774597: hypothetical protein
EGD1675	fig|6666666.16889.peg.1769	1768059	1767658	402	0	Fosfomycin resistance protein FosX
EGD0171	fig|6666666.16889.peg.177	173640	174518	879	0	"N-Acetyl-D-glucosamine ABC transport system, permease protein 1"
EGD1676	fig|6666666.16889.peg.1770	1769453	1768074	1380	0	"RNA methyltransferase, TrmA family"
EGD1677	fig|6666666.16889.peg.1771	1769898	1769518	381	0	OsmC-like protein
EGD1678	fig|6666666.16889.peg.1772	1770005	1770649	645	0	Deoxyadenosine kinase (EC 2.7.1.76) / Deoxyguanosine kinase (EC 2.7.1.113)
EGD1679	fig|6666666.16889.peg.1773	1771548	1770679	870	0	"Inner membrane protein YihY, formerly thought to be RNase BN"
EGD1680	fig|6666666.16889.peg.1774	1771677	1771859	183	20	Hypothetical protein YfkK
EGD1681	fig|6666666.16889.peg.1775	1772685	1771879	807	0	aminoglycoside N3-acetyltransferase
EGD1682	fig|6666666.16889.peg.1776	1773565	1772807	759	0	Methionine aminopeptidase (EC 3.4.11.18)
EGD1683	fig|6666666.16889.peg.1777	1773753	1774199	447	0	Flavodoxin
EGD1684	fig|6666666.16889.peg.1778	1774337	1775569	1233	0	"Aminopeptidase S (Leu, Val, Phe, Tyr preference) (EC 3.4.11.24)"
EGD1685	fig|6666666.16889.peg.1779	1775673	1776932	1260	0	FIG00774890: hypothetical protein
EGD0172	fig|6666666.16889.peg.178	174518	175366	849	0	"N-Acetyl-D-glucosamine ABC transport system, permease protein 2"
EGD1686	fig|6666666.16889.peg.1780	1777150	1778142	993	0	Cell-shape determining protein MreBH
EGD1687	fig|6666666.16889.peg.1781	1779019	1778411	609	28	methyltransferase
EGD1688	fig|6666666.16889.peg.1782	1779266	1779850	585	0	"transcriptional regulator, TetR family"
EGD1689	fig|6666666.16889.peg.1783	1781015	1779927	1089	0	"Outer surface protein of unknown function, cellobiose operon"
EGD1690	fig|6666666.16889.peg.1784	1781339	1781037	303	0	"PTS system, beta-glucoside-specific IIA component (EC 2.7.1.69); PTS system, cellobiose-specific IIA component (EC 2.7.1.69)"
EGD1691	fig|6666666.16889.peg.1785	1781717	1781409	309	0	"PTS system, cellobiose-specific IIB component (EC 2.7.1.69)"
EGD1692	fig|6666666.16889.peg.1786	1784555	1781877	2679	0	"NtrC family Transcriptional regulator, ATPase domain"
EGD1693	fig|6666666.16889.peg.1787	1786014	1784689	1326	0	ATP-dependent RNA helicase YfmL
EGD1694	fig|6666666.16889.peg.1788	1786830	1786057	774	0	FIG00774724: hypothetical protein
EGD1695	fig|6666666.16889.peg.1789	1787503	1786823	681	0	"ABC transporter, ATP-binding protein"
EGD0173	fig|6666666.16889.peg.179	175394	176650	1257	0	"N-Acetyl-D-glucosamine ABC transport system, sugar-binding protein"
EGD1696	fig|6666666.16889.peg.1790	1787864	1787496	369	0	"Transcriptional regulator, GntR family"
EGD1697	fig|6666666.16889.peg.1791	1788968	1787985	984	0	"oxidoreductase, Gfo/Idh/MocA family"
EGD1698	fig|6666666.16889.peg.1792	1789993	1789028	966	0	"Maltose operon transcriptional repressor MalR, LacI family"
EGD1699	fig|6666666.16889.peg.1793	1793295	1790041	3255	3	sugar phosphorylase
EGD1700	fig|6666666.16889.peg.1794	1795469	1793298	2172	0	Beta-glucosidase (EC 3.2.1.21)
