Genome elements	LOGFC_EGD_WT vs EGDe_280212.ge	STAT_EGD_WT vs EGDe_280212_LPE.ge	LOGFC_EGD_WT vs EGDe_280212.gr	STAT_EGD_WT vs EGDe_280212_TSTUDENTTILING.gr	CORR_EGD_WT vs EGDe_280212_ARRAYSCORR.gr	STAT_EGD_WT vs EGDe_280212_FDRBY.gr	STAT_EGD_WT vs EGDe_280212_FDRBONF.gr	Strand	Begin	End	Length (bp)	Info	Description	Note	Supp Note	Operon	COG	StartCodon	SD energy
lmo0632	0.4759576620134016	0.13635113266065857	-0.040217833369999845	0.7534892797881669	-0.08449876234762121	1.0	1.0	+	672794	673855	1062			PTS fructose transporter subunit IIC				ATG	 
lmo0633	1.52185943583362	0.03682441164534245	0.21947358957500063	0.6819243402865074	0.14421410046636854	1.0	1.0	+	673870	674178	309			PTS fructose transporter subunit IIB				ATG	 
lmo0634	0.7868362030131202	0.27769981906230856	0.3642272074400008	0.09641800268886447	0.4629009265781425	1.0	1.0	+	674205	675473	1269			tagatose 6-phosphate kinase				TTG	 
lmo0635	1.3541433270652705	0.1777755889301189	0.6621067706700003	0.006663254534179908	0.4889488117221187	0.5506250706929707	1.0	+	675563	676267	705			hypothetical protein				ATG	 
lmo0636	-0.9397426686054606	0.3513045699109998	-1.2735701627599996	5.831109749403884E-5	1.3552328794966022	0.5006338516199347	0.5835889582577047	+	676372	676788	417			hypothetical protein				ATG	 
lmo0637	-0.3849141560227709	0.7031528219435914	-0.9065485628199994	1.147089503256795E-6	2.3551967331811237	0.5000165763411023	0.5016443528029186	+	676802	677395	594			hypothetical protein				ATG	 
lmo0638	-0.5827759851766583	0.1700968479829965	-1.384421298975	3.7118805262379035E-6	2.375563396894841	0.5000494371307883	0.505320980734362	+	678494	679123	630			hypothetical protein				ATG	 
lmo0639	-1.1144814700115004	0.2668467591496262	-1.2215765676099997	2.555271026136929E-5	1.0960941033836966	0.5002928468099299	0.5366298101596729	+	679763	680296	534			transcripitonal regulator				ATG	 
lmo0640	-0.8625332193566404	0.3377882680567976	-1.3500678658349994	5.8276363930675404E-8	1.5652357909669947	0.5000010233741632	0.5000835391676947	+	680360	681277	918			oxidoreductase				TTG	 
lmo0641	0.49577436992371027	0.222511270037399	-0.4528276723699989	4.431467018131017E-6	-0.9133745103436468	0.5000578872222301	0.5063525079704908	+	681543	683423	1881			heavy metal-transporting ATPase				ATG	 
lmo0642	0.8645278597625108	0.2824472676445633	0.2837793953050003	0.3055120461278965	0.32824783157705945	1.0	1.0	+	683519	684247	729			hypothetical protein				ATG	 
lmo0643	2.209234560853351	0.02704200278308999	1.4015096864200003	4.139753216634181E-5	0.6343870004815811	0.5004597985923349	0.559343362360451	+	684390	685040	651			transaldolase				ATG	 
lmo0644	-0.34727603052118994	0.6663149642365401	-0.9563711045260002	3.590073079481909E-8	2.753922011521163	0.5000006587979435	0.5000514636975943	-	685083	686903	1821			hypothetical protein				TTG	 
lmo0645	0.24910994003653997	0.7807505368230343	-0.4470025810449998	5.273835987852028E-4	-1.7943988143525404	0.5048764185672511	1.0	+	687138	688529	1392			amino acid transporter				ATG	 
lmo0646	-1.6659039375805005	0.08804002382187115	-2.4599663223199997	1.2546278436622972E-10	1.4766555662823915	0.5000000033602647	0.5000001798509014	+	688619	689458	840			hypothetical protein				ATG	 
lmo0647	-1.1155415284923595	0.25021528347771527	-1.770936569592	8.027465183392896E-6	1.587512902352814	0.5001004648998015	0.5115073713403937	-	689541	689825	285			hypothetical protein				ATG	 
lmo0648	1.0468320156893496	0.300383394507981	1.295609190755	4.794783417300748E-7	1.2376476562973937	0.5000072812967722	0.5006873322028701	+	689923	690873	951			hypothetical protein				ATG	 
lmo0649	1.545581318842821	0.1248828607481407	1.3250892221	4.1195110381271413E-10	0.857340345632604	0.5000000103112565	0.5000005905319073	+	690897	691538	642			transcriptional regulator				ATG	 
lmo0650	1.2705476068519914	0.20708739015282673	1.3926513325550005	4.761441907713306E-17	1.0961032274938072	0.5000000000000031	0.5000000000000683	+	691581	694271	2691			hypothetical protein				ATG	 
lmo0651	0.030234440224869985	0.9743132066189995	-0.5105484914499998	0.017107140746419426	-16.886321944536522	0.619593011325538	1.0	+	694317	694964	648			transcriptional regulator				GTG	 
lmo0652	-0.7834350112575699	0.43592235381215905	-1.2291419862419999	3.0596225621129096E-4	1.568913781717492	0.5029698696987968	0.9385968942788856	-	694973	695509	537			hypothetical protein				ATG	 
lmo0653	-0.7093506546827903	0.3643312230645387	-1.4556240038914998	2.996145888438874E-14	2.052051399800893	0.5000000000013192	0.5000000000429498	-	695496	696416	921			hypothetical protein				ATG	 
lmo0654	-0.2505982828884896	0.75522925145573	-0.8286946353199993	0.03847014633805763	3.306864778833098	0.7492680751150244	1.0	+	696606	696815	210			hypothetical protein				ATG	 
lmo0655	0.07657756370040936	0.9373701070666087	-0.22005008106999968	0.06670112290784341	-2.8735581342191927	0.9059717878876838	1.0	+	696883	697590	708			phosphoprotein phosphatase				ATG	 
lmo0656	-0.8103097603539009	0.360539472632579	-1.3759929211280002	2.067395168068422E-5	1.6981073022334552	0.5002409434137912	0.5296361097342608	-	697634	698197	564			hypothetical protein				ATG	 
lmo0657	-0.707712961224499	0.48251279980328454	-1.0478353101049995	2.698176157859743E-4	1.4805936410886331	0.5026462477064927	0.8867835522291941	+	698317	698733	417			hypothetical protein				ATG	 
lmo0658	-0.6295513370596808	0.5322043565388493	-1.0286535762799995	6.164121124416663E-8	1.633947091724601	0.5000010747534093	0.5000883626763185	+	698785	699420	636			hypothetical protein				GTG	 
lmo0659	0.2721064600963201	0.6451448795687313	-0.44397714360450014	0.043200132228619494	-1.6316302944345435	0.775827614121686	1.0	-	699410	700306	897			transcriptional regulator				ATG	 
lmo0660	-0.16613381626462953	0.7765900205932168	-0.599345749349999	0.23603396573016644	3.60760838958469	1.0	1.0	+	700537	700821	285			transposase				ATG	 
lmo0661	-0.7110599921267191	0.45090662421625105	-1.0472122505009995	0.05085181382651045	1.4727480973425013	0.8185346404785416	1.0	-	700876	701184	309			hypothetical protein				ATG	 
lmo0662	-0.2273911577858918	0.7786267474890208	-0.4627697421054997	0.07377920905687534	2.0351263725972886	0.9446300914251426	1.0	-	701247	702062	816	thiD		phosphomethylpyrimidine kinase				ATG	 
lmo0663	0.34474379603230965	0.6920331847524381	0.1440824114189998	0.813618053159556	0.41794054911867445	1.0	1.0	-	702088	702954	867			hypothetical protein				ATG	 
lmo0664	-1.6784252086368792	0.07703878610388493	-2.396158613355	8.862708508175195E-20	1.4276231082712483	0.5	0.5000000000000001	+	703128	703691	564			acetyl transferase				ATG	 
lmo0665	-1.4486880006711793	0.10162451925106852	-2.2353250473649995	4.994035035759747E-8	1.5429996288568484	0.5000008871706025	0.5000715894922376	+	703688	703951	264			hypothetical protein				ATG	 
lmo0666	-1.8485535777651396	0.06136605162786446	-2.148595470379999	2.6313904063132637E-8	1.1623117102062055	0.5000004894791227	0.5000377209814745	+	703961	704338	378			hypothetical protein				ATG	 
lmo0667	-0.6155508323659404	0.5341726928580579	-1.5796311484799999	2.8601064808617465E-13	2.5662074769820484	0.5000000000106729	0.5000000004099963	+	704452	705387	936			ABC transporter ATP-binding protein				ATG	 
lmo0668	-0.64100287256562	0.5149550847829141	-1.4350906648249995	2.9295046270216254E-7	2.2388209573555193	0.5000045793855122	0.5004199444882835	+	705380	706150	771			ABC transporter permease				ATG	 
lmo0669	0.9658846666497407	0.2421695810495117	0.3903787683500002	0.7086656398592048	0.40416706241342937	1.0	1.0	+	706408	707292	885			oxidoreductase				ATG	 
lmo0670	0.6894366474195	0.4235789310833782	0.33033473361500043	0.7139437811586565	0.4791371837447486	1.0	1.0	+	707310	707486	177			hypothetical protein				GTG	 
lmo0671	1.4641588502449494	0.14393320466200166	0.9892809479200002	4.3889361116489727E-4	0.6756650398653783	0.5041164564667636	1.0	+	707612	708220	609			hypothetical protein				ATG	 
lmo0672	-0.5438772903772602	0.5782839499846406	-1.4212050647149996	0.004001624949684656	2.613098744625247	0.531640271789354	1.0	+	709134	709562	429			hypothetical protein				ATG	 
lmo0673	0.8525096928757101	0.3812812826167602	0.6156716496830004	0.11941698863958838	0.7221872722715904	1.0	1.0	-	709601	709810	210			hypothetical protein				ATG	 
lmo0674	2.2077464178548505	0.020036444258665576	1.8915539886714998	5.209774054009365E-8	0.8567804587401039	0.5000009214835223	0.5000746821110642	-	709829	710749	921			hypothetical protein				ATG	 
lmo0675	2.0586066639985496	0.018575543684903995	1.2318617834800003	0.03300251659839187	0.598395898071798	0.7174083039850598	1.0	+	711121	711435	315			hypothetical protein				ATG	 
lmo0676	0.9634391699878799	0.3339217878607248	0.03780112386000045	0.7420056934108645	0.03923561034006536	1.0	1.0	+	711428	712195	768	fliP		flagellar biosynthesis protein FliP				ATG	 
lmo0677	1.9971703487441204	0.03576348283345365	1.2282642823000005	0.0040194889507013795	0.6150022621116769	0.5317405114582145	1.0	+	712208	712480	273	fliQ		flagellar biosynthesis protein FliQ				ATG	 
lmo0678	2.51766142954831	0.007519703485449281	1.4733053720950005	5.30988304638184E-6	0.5851880458602108	0.4582565114539151	0.5076117173469884	+	712483	713244	762	fliR		flagellar biosynthesis protein FliR				ATG	 
lmo0679	1.8770775007526703	0.05008806103121621	1.399371575790001	1.859875759422486E-5	0.7455054867094625	0.5002186794556746	0.5266613190113213	+	713260	714306	1047	flhB		flagellar biosynthesis protein FlhB				TTG	 
lmo0680	2.0207252705287093	0.027923397757437796	0.9972835796500004	2.0129170081302268E-10	0.49352754389470654	0.5000000052532468	0.5000002885516531	+	714353	716428	2076	flhA		flagellar biosynthesis protein FlhA				ATG	 
lmo0681	2.5952292831220003	0.00505112435368682	0.7705231802200005	0.01238970809822513	0.2968998482065057	0.43515205617943614	1.0	+	716450	717673	1224			flagellar biosynthesis regulator FlhF				ATG	 
lmo0682	1.5617506075204002	0.09723707890175981	1.1260838030650002	1.29445406177234E-4	0.7210394525492707	0.5013280700368693	0.6855599897550649	+	717670	718449	780	flgG		flagellar basal body rod protein FlgG				ATG	 
lmo0683	1.3526744382679494	0.06456609192191887	0.797826476830001	0.004277537141403369	0.5898141151034013	0.5335832292089931	1.0	+	718478	719266	789			chemotaxis protein CheR				ATG	 
lmo0684	1.9371006771838601	0.011543927826971778	1.5562096047300003	0.0035857866365505186	0.8033705336329777	0.5285552098733446	1.0	+	719291	719626	336			hypothetical protein				ATG	 
lmo0685	1.1880467420615402	0.1807339153155363	0.5118740933300003	0.04093484328005767	0.4308534969270473	0.7638414025003906	1.0	+	719653	720504	852			flagellar motor protein MotA				GTG	 
lmo0686	1.98111279113155	0.04337322384600406	1.1630124749900004	1.179813358520255E-5	0.5870501064837019	0.5001438316213137	0.5169126244943879	+	720464	721291	828	motB		flagellar motor rotation MotB				GTG	 
lmo0687	3.0088069572334506	7.343651249800409E-4	1.8986393778100012	1.3126307613791709E-11	0.631027315742373	0.06272516745303158	0.500000018816562	+	721301	721801	501			hypothetical protein				TTG	 
lmo0688	2.4249184445411514	0.009226900504715196	1.9312721329300002	2.607443134823953E-20	0.7964276643107641	0.5	0.5	+	721824	723737	1914			hypothetical protein				ATG	 
lmo0689	2.06653644427728	0.03865881406340277	1.595795443205	2.633959801225899E-7	0.7722077428753452	0.5000041491859956	0.5003775781375057	+	723750	724658	909			chemotaxis protein CheV				ATG	 
lmo0690	1.3405558224309395	0.1292231988261079	1.0468244987750004	2.236619615104873E-6	0.7808884055844149	0.5000307593321857	0.5032061942182529	+	724896	725759	864	flaA		flagellin				ATG	 
lmo0691	2.1129164413374806	0.03412645335868403	1.68838244122	0.0023235489969480163	0.7990767681050607	0.5191901518323532	1.0	+	726034	726393	360	cheY		chemotaxis response regulator CheY				ATG	 
lmo0692	3.3176459193512997	5.69232918632423E-4	2.21192407399	1.0659110282074067E-26	0.6667149321415524	0.051896085381096885	0.5	+	726413	728269	1857	cheA		two-component sensor histidine kinase CheA				ATG	 
lmo0693	2.0617766421791996	0.013102838871297928	1.3964160521250006	3.9307995197016365E-6	0.6772877447331324	0.5000520132440189	0.5056348011114923	+	728282	728581	300			flagellar motor switch protein FliY				ATG	 
lmo0694	2.4656009211045404	0.003202207464041207	1.4754698562800006	0.010604843874196608	0.5984220088703647	0.31721899503267414	1.0	+	728600	729010	411			hypothetical protein				TTG	 
lmo0695	2.29748469838822	0.009753816588871533	1.7632252538400008	1.5166284732604527E-15	0.7674589759300577	0.5000000000000804	0.500000000002174	+	729026	730072	1047			hypothetical protein				ATG	 
lmo0696	1.9557471498152603	0.025950532959743366	1.7849726726100004	2.0080420967767075E-6	0.9126806973890305	0.5000278347220667	0.5028785283457294	+	730074	730496	423	flgD		flagellar basal body rod modification protein				TTG	 
lmo0697	2.4800544659630797	0.010448728446834643	2.056300134565001	7.093435093606254E-13	0.8291350705342183	0.5000000000246654	0.5000000010168439	+	730516	731751	1236	flgE		flagellar hook protein FlgE				ATG	 
lmo0698	3.231224012555921	7.212031251451201E-4	2.5743271750599996	5.004631827369925E-5	0.796703405600062	0.06301329765923198	0.5717413972453479	+	731765	732001	237			flagellar motor switch protein				ATG	 
lmo0699	2.3908979235749506	0.014936462503950088	2.3815746167200005	4.0054339187665353E-16	0.9961004998318751	0.5000000000000229	0.5000000000005742	+	732022	733014	993	fliM		flagellar motor switch protein FliM				ATG	 
lmo0700	1.08194787864855	0.11343483013766642	1.4833325561100015	5.496747317297241E-13	1.3709833767249648	0.5000000000193888	0.5000000007879587	+	733017	734564	1548			flagellar motor switch protein FliY				GTG	 
lmo0701	2.43567707291505	0.005512524086703108	1.7902354371499998	9.928614372496814E-22	0.7350052505143561	0.3593633548635414	0.5	+	734570	735973	1404			hypothetical protein				GTG	 
lmo0702	2.0699216659890602	0.0298761706283186	1.3799141711700003	1.0628752959739269E-7	0.6666504311942852	0.5000017796709675	0.5001523631736778	+	735996	737162	1167			hypothetical protein				ATG	 
lmo0703	2.470797581059051	0.0013112251041649259	1.7321369951500003	4.992314939666077E-8	0.7010436663968076	0.10653077424351277	0.5000715648346601	+	737269	737733	465			hypothetical protein				ATG	 
lmo0704	1.7078081826250209	0.02715873478229236	1.7668107904850006	3.819514506510797E-6	1.034548732381226	0.5000506836336818	0.5054752740450832	+	737743	738171	429			hypothetical protein				ATG	 
lmo0705	2.6473029600584104	0.007059591468968396	2.1116063771950007	2.408678678758481E-33	0.7976443984894007	0.4327516386943129	0.5	+	738191	739711	1521	flgK		flagellar hook-associated protein FlgK				GTG	 
lmo0706	3.5977406394851297	1.961461607318249E-4	2.3029629652850008	6.327285586752744E-14	0.6401136702323758	0.02182676264398467	0.2788217675709907	+	739723	740598	876	flgL		flagellar hook-associated protein FlgL				ATG	 
lmo0707	1.61195255968964	0.06368747409393105	1.58544023484	2.7707241804394554E-12	0.9835526643198826	0.5000000000900456	0.5000000039718331	+	740610	741899	1290	fliD		flagellar capping protein FliD				GTG	 
lmo0708	2.377605474353361	0.0038428234129217476	1.4406193603300004	0.0019561342470449834	0.6059118621106837	0.2971416922908796	1.0	+	741918	742304	387			flagellar protein				ATG	 
lmo0709	2.6322704941295507	0.003691546926650524	3.007666115190001	5.160883437477612E-4	1.142612859087868	0.27607091641160014	1.0	+	742276	742557	282			hypothetical protein				ATG	 
lmo0710	3.3621826081100012	4.233313808890138E-4	2.3802140568800008	4.954153719362448E-16	0.7079371748395311	0.04073860478553122	0.5000000000007102	+	742578	742979	402	flgB		flagellar basal-body rod protein FlgB				GTG	 
lmo0711	2.7208315709386817	0.005221182514426159	2.41089998329	1.9958401398108775E-13	0.886089388641666	0.3526860307675521	0.5000000002861037	+	742991	743401	411	flgC		flagellar basal body rod protein FlgC				ATG	 
lmo0712	2.695819751519042	0.0052355767497260786	2.272902546715	2.811373831670592E-7	0.8431211120232589	0.3507549301878533	0.50040301043877	+	743418	743714	297	fliE		flagellar hook-basal body protein FliE				ATG	 
lmo0713	2.5374082258130297	0.0070665539385805776	2.31777553467	1.4578040492149963E-32	0.9134421143162111	0.4327516386943129	0.5	+	743782	745434	1653	fliF		flagellar MS-ring protein FliF				ATG	 
lmo0714	3.3632275128872102	5.055938108116109E-4	2.41412141533	1.6831668035891884E-22	0.7177990207559771	0.046443404814591055	0.5	+	745437	746543	1107	fliG		flagellar motor switch protein FliG				ATG	 
lmo0715	3.8709078360747204	5.2404851945464515E-5	2.7230968173800005	1.237605332403425E-16	0.7034775646173345	0.006982747518181738	0.07449349704065522	+	746530	747222	693	fliH		flagellar assembly protein H				ATG	 
lmo0716	3.1642263144537894	0.0010898368717704443	1.7719380145600008	3.844706733952746E-14	0.5599909230468155	0.08954053617702006	0.5000000000551139	+	747219	748520	1302	fliI		flagellum-specific ATP synthase				GTG	 
lmo0717	1.7509913625817806	0.07847162743346248	2.4767943247399997	1.2328058678127936E-11	1.4145097329823753	0.5000000003694476	0.5000000176722721	+	748537	749205	669			transglycosylase				ATG	 
lmo0718	3.56367213682533	2.452241628883023E-4	2.7418543296500006	1.026265578986483E-14	0.7693901751838934	0.025633122001024276	0.3485861475604332	+	749219	749863	645			hypothetical protein				ATG	 
lmo0719	-0.279327134513391	0.7789180883340168	-0.15579365638999976	0.48346047766544764	0.5577462306388676	1.0	1.0	+	749985	750311	327			hypothetical protein				ATG	 
lmo0720	-0.07638996876988102	0.9390249175214312	-0.29078558561499945	0.3325073832833605	3.8065938538470796	1.0	1.0	+	750311	750634	324			hypothetical protein				ATG	 
lmo0721	-0.6021098488020904	0.38896891578648785	-0.8677641267849996	1.0079974163973687E-4	1.4412056678883989	0.5010509113963316	0.6444964296405629	-	750680	751327	648			fibronectin-binding protein				ATG	 
lmo0722	1.056022368945662	0.20084459482324601	0.9473805336950003	2.883915885945837E-14	0.8971216534370098	0.500000000001279	0.5000000000413409	+	751598	753328	1731			pyruvate oxidase				ATG	 
lmo0723	1.1833142511963013	0.23673363734759212	1.57119567684	7.13044125164927E-17	1.3277924061605446	0.5000000000000046	0.5000000000001023	+	753490	755295	1806			metyl-accepting chemotaxis protein				GTG	 
lmo0724	1.59628082462703	0.10786029892649163	1.3425147982150003	2.701152550714625E-10	0.8410267025093646	0.5000000069166531	0.5000003872102181	+	755308	756036	729			hypothetical protein				ATG	 
lmo0725	-0.5982248069641702	0.5495445988198472	-1.1422089524569996	0.021292583045018357	1.9093306381816602	0.6461678255152913	1.0	-	756079	756291	213			peptidoglycan-binding protein				ATG	 
lmo0726	0.8691405918509609	0.27128371806767104	0.3389493461250006	0.31242456483084924	0.3899821838986473	1.0	1.0	+	756494	756637	144			hypothetical protein				ATG	 
lmo0727	0.06848712196150863	0.9105724861042064	-0.40430602202499966	0.0014835475073139385	-5.9033875339692194	0.5127965778268144	1.0	+	756738	758543	1806			glucosamine--fructose-6-phosphate aminotransferase				ATG	 
lmo0728	-0.3737105468476498	0.7112273848898369	-1.0950687088699995	7.981407619262988E-4	2.930259041675977	0.5071831570615998	1.0	+	758656	759396	741			riboflavin kinase / FAD synthase				ATG	 
lmo0729	-1.880718752585259	0.027882550644978465	-1.5045571836249998	3.6617429335565676E-7	0.7999905257268356	0.5000056589707627	0.5005249108495253	+	759479	759958	480			hypothetical protein				ATG	 
lmo0730	-0.06904320952155985	0.9439442469619368	-0.5466281376649995	0.2098749281393396	7.917188981406001	1.0	1.0	+	759972	760310	339			hypothetical protein				ATG	 
lmo0731	-0.4923095878959405	0.5407751912275114	-1.0792738546299994	0.014050262792731834	2.192266576084083	0.5995211735843471	1.0	+	760455	760859	405			hypothetical protein				ATG	 
lmo0732	0.5167943953313916	0.5571309700216693	-0.3694328701599989	0.135649512700318	-0.7148546375451733	1.0	1.0	+	761552	763468	1917			peptidoglycan binding protein				ATG	 
lmo0733	-0.2785635605925485	0.7526606694388986	-0.9935210190149992	1.093780700968157E-4	3.566586444047541	0.5011345484022962	0.6567934634837853	+	763798	764307	510			transcriptional regulator				ATG	 
lmo0734	-1.0945167707244705	0.27081801661511584	-0.9593052791004997	1.6921854000505254E-5	0.8764646689383543	0.5002010876962116	0.5242574777097243	-	764465	765469	1005			LacI family transcriptional regulator				ATG	 
lmo0735	1.293913654469141	0.06590895554026877	-0.05640874418000008	0.8128062862062766	-0.043595447026287946	1.0	1.0	+	765683	766354	672			ribulose-5-phosphate 3-epimerase				ATG	 
lmo0736	0.5633630625335906	0.5158852921526869	0.2997289174400004	0.6808387643542282	0.532035089578009	1.0	1.0	+	766351	766797	447			ribose-5-phosphate isomerase B				ATG	 
lmo0737	1.2347700308085203	0.09469459665341207	0.3933825156500004	0.07712760398855707	0.31858767692346385	0.961852956558334	1.0	+	766810	767742	933			hypothetical protein				ATG	 
lmo0738	0.8486915301115907	0.3255573583241853	0.29174568799000067	0.0036001299501364032	0.34375939624570107	0.5286507913200043	1.0	+	767766	769619	1854			PTS beta-glucoside transporter subunit IIABC				ATG	 
lmo0739	0.18286464016033044	0.8560635865920145	0.23150780378000047	0.18198270003323525	1.2660063945496576	1.0	1.0	+	769639	771012	1374			6-phospho-beta-glucosidase				ATG	 
lmo0740	-0.4148389693838501	0.6814783338024613	-0.5697374969509994	0.027773944465896375	1.3733943505770834	0.68525770250859	1.0	-	771026	771685	660			transcriptional regulator				ATG	 
lmo0741	0.44779053261832047	0.2524314382134347	-0.54737198713	0.2554790125285056	-1.2223840105091257	1.0	1.0	+	771949	772326	378			GntR family transcriptional regulator				ATG	 
lmo0742	0.47195933034645066	0.40322486519915035	-0.4438174899899989	0.1888070603229861	-0.9403723190814054	1.0	1.0	+	772310	772999	690			ABC transporter ATP-binding protein				ATG	 
lmo0743	0.4552563745063214	0.3966121738810484	-0.32377775630499883	0.3799014278257653	-0.7111987320465363	1.0	1.0	+	772996	773700	705			hypothetical protein				ATG	 
lmo0744	0.5581138383040196	0.42506706082975043	-0.29283702354999974	0.3248197488116412	-0.5246904904559696	1.0	1.0	+	773715	775715	2001			ABC transporter ATP-binding protein				ATG	 
lmo0745	0.5287265886122299	0.32191857628489284	-0.4093159909899997	0.5697936331375506	-0.7741543546435748	1.0	1.0	+	775744	776247	504			hypothetical protein				ATG	 
lmo0746	0.36994844774514046	0.12287456864233981	-0.5707126799614999	0.5587165721662932	-1.54268164507793	1.0	1.0	-	776398	776697	300			hypothetical protein				ATG	 
lmo0747	0.25151612415018043	1.0	-0.6580052363600002	0.32545160589110744	-2.6161552806336377	1.0	1.0	+	776761	777102	342			hypothetical protein				ATG	 
lmo0748	-0.5568606950079005	0.5498070081038662	-0.6396034185499992	0.23359232025736298	1.1485878322601397	1.0	1.0	+	777209	777496	288			hypothetical protein				ATG	 
lmo0749	-0.7959016321044512	0.40637223363926744	-1.0256958699199998	0.04528135978058998	1.288721908017637	0.7874664793234547	1.0	+	777493	777699	207			hypothetical protein				ATG	 
lmo0750	-1.1413084344392903	0.25621003527900177	-1.2773762595699993	1.2495990582710912E-7	1.1192209056069558	0.5000020640834938	0.5001791300250031	+	777692	778207	516			hypothetical protein				ATG	 
lmo0751	-1.5796538540977698	0.07303315863691395	-1.1122471620849992	5.482549235006218E-4	0.7041081558467547	0.5050531157319093	1.0	+	778262	778558	297			hypothetical protein				TTG	 
lmo0752	-0.2496037024117701	0.8020516452241455	-1.1169016926	1.2054760021460873E-6	4.474700021706618	0.50001733819123	0.5017280498490764	+	778654	779490	837			hypothetical protein				ATG	 
lmo0753	0.18884038610012066	0.8452099772887953	-0.06518221883999953	0.8692335054418329	-0.34517096785345897	1.0	1.0	+	779616	780296	681			Crp/Fnr family transcriptional regulator				ATG	 
lmo0754	-0.7899521851159799	0.4332170115090961	-1.2661849542149997	7.837941273798341E-9	1.6028627783706932	0.500000159891558	0.500011235688816	+	780377	780988	612			hypothetical protein				ATG	 
lmo0755	-0.8263860121479194	0.40973345612463374	-0.9773590580099993	2.3967941882602316E-6	1.1826907082680103	0.5000328514137222	0.503435804468871	+	781103	781924	822			hypothetical protein				GTG	 
lmo0756	-1.5670914476672513	0.1172607860084619	-1.7437606130299996	4.9069192764441164E-20	1.1127369852127873	0.5	0.5000000000000001	+	781896	782801	906			ABC transporter ATP-binding protein				ATG	 
lmo0757	-1.0608888144613005	0.2806984655603725	-1.7395807527799996	4.622039377150902E-17	1.6397389896728491	0.5000000000000031	0.5000000000000663	+	782794	783774	981			hypothetical protein				TTG	 
lmo0758	-0.37234951699265917	0.686422400943175	-0.8887511555999996	0.004336700356823993	2.386873394594792	0.534004100592484	1.0	+	783901	784788	888			hypothetical protein				ATG	 
lmo0759	0.08158031957777823	0.9352081699546406	-0.6239149078199997	5.162827729249917E-6	-7.6478605507932915	0.5000665880353058	0.5074009135498797	+	784788	785747	960			hypothetical protein				ATG	 
lmo0760	-0.12611961781403025	0.9002613084516905	-0.31998346939999944	0.01739264482806052	2.537142713767427	0.6212316165991449	1.0	+	785754	786362	609			hypothetical protein				ATG	 
lmo0761	0.19677516969300068	0.8459704369255743	-0.2950606782699994	0.2109665287113478	-1.4994812543185154	1.0	1.0	+	786372	786992	621			hypothetical protein				ATG	 
lmo0762	-0.49553542950645024	0.6130848055921047	-1.0023146233999998	3.4324533080164386E-15	2.0226901321633006	0.5000000000001708	0.5000000000049204	+	787320	788576	1257			ATP/GTP-binding protein				ATG	 
lmo0763	-0.5654682543471594	0.5585428527839684	-1.0695094790399997	1.1580401267384217E-12	1.8913696229945969	0.5000000000393727	0.5000000016600505	+	788642	789514	873			hypothetical protein				ATG	 
lmo0764	-0.6703851049157095	0.4874865623557677	-0.9184873264599993	3.1790136491386734E-5	1.3700891021071908	0.500359284693551	0.5455711606604029	+	789520	790509	990			lipoate-protein ligase				GTG	 
lmo0765	0.4781635248178704	0.5266521745970492	-0.20942844499999969	0.48228078865546786	-0.43798498657916185	1.0	1.0	+	790662	791960	1299			hypothetical protein				TTG	 
lmo0766	0.3506148446116013	0.5489476433251612	-0.11637962397499946	0.4676775298754937	-0.3319301101010731	1.0	1.0	+	791977	792867	891			sugar ABC transporter permease				ATG	 
lmo0767	0.7795469187917705	0.12204767449402842	-0.2700918356199993	0.45403406335984386	-0.34647284096590103	1.0	1.0	+	792879	793754	876			ABC transporter permease				ATG	 
lmo0768	0.9863707493757712	0.202143782605946	0.13611758230000026	0.582719251246073	0.13799839703898645	1.0	1.0	+	793777	795030	1254			sugar ABC transporter substrate-binding protein				ATG	 
lmo0769	0.10038349353739928	0.8913924782676728	-0.23915459016499918	0.08582385057277213	-2.3824095151251017	1.0	1.0	+	795034	796062	1029			alpha-1,6-mannanase				ATG	 
lmo0770	-0.4733192446200096	0.6342737737088815	-0.7740376695985001	1.819613794851362E-5	1.63533952696116	0.5002145638961646	0.5260841637491943	-	796075	797193	1119			LacI family transcriptional regulator				ATG	 
lmo0771	1.0705287552970395	0.28935528866939997	0.3207415961200004	0.012134353095921091	0.29961044440231244	0.5875204547481706	1.0	+	797353	798105	753			hypothetical protein				ATG	 
lmo0772	1.1414322538440205	0.25869260287328655	0.5921026497200002	0.04405339770843707	0.5187365677866261	0.780543884551971	1.0	+	798141	798788	648			transcriptional regulator				ATG	 
lmo0773	-0.8152429300462085	0.36151380581944226	-1.0804238879045	1.5018038492162121E-7	1.3252784514712208	0.5000024443880513	0.5002152835817851	-	798828	799817	990			alcohol dehydrogenase				ATG	 
lmo0774	-0.5199058169807991	0.5442077471498775	-0.9172905295749993	1.3138137446506056E-7	1.764339808509733	0.500002161402478	0.5001883352002957	+	799996	800925	930			hypothetical protein				ATG	 
lmo0775	-2.1639212789646702	0.02859084255416	-1.1310666103	5.442007712529164E-4	0.5226930486312144	0.5050233149524472	1.0	+	800965	801297	333			hypothetical protein				ATG	 
lmo0776	-0.27940857547773934	0.7822940994480596	-0.736782507779	3.134653629228796E-4	2.6369359155109393	0.5030362281964895	0.949352597749948	-	801336	802202	867			transcriptional regulator				ATG	 
